0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78E-4,0.001274,0.002509,0.003431,0.003632,0.002986,0.001813,6.86E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9E-5,0.002,0.006903,0.014425,0.023321,0.031442,0.036696,0.037748,0.034419,0.027401,0.01854,0.010175,0.005514,9.46E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001805,0.009466,0.025488,0.047912,0.075849,0.104171,0.127776,0.142321,0.145235,0.135929,0.116089,0.089373,0.070926,0.116237,0.06635,0.043821,0.041161,0.002861,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001376,0.009045,0.020739,0.065025,0.168299,0.187168,0.22095,0.279211,0.324681,0.352372,0.329053,0.340075,0.302457,0.249356,0.201495,0.276007,0.202797,0.189226,0.261378,0.154825,0.040644,0.00104,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.94E-4,0.068669,0.137642,0.135837,0.203306,0.331235,0.372819,0.460765,0.55033,0.617762,0.656437,0.655175,0.635555,0.585282,0.505449,0.407748,0.379316,0.327375,0.276924,0.352294,0.321374,0.263245,0.079006,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.09E-4,0.008051,0.177641,0.391702,0.410691,0.359674,0.479484,0.631955,0.7725,0.888501,0.971925,1.018977,1.027901,0.99869,0.931903,0.830606,0.700392,0.556614,0.495974,0.359114,0.365624,0.358035,0.321133,0.194712,0.003621,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.004721,0.043547,0.415335,0.54008,0.518621,0.562762,0.761855,0.951441,1.113621,1.239209,1.325103,1.371528,1.357345,1.351074,1.284348,1.162389,1.031627,0.853196,0.655208,0.471495,0.335166,0.330947,0.349334,0.262731,0.099121,8.24E-4,0.0,0.0
0.0,0.0,0.0,0.0,0.001638,0.026196,0.260697,0.492208,0.557525,0.595219,0.829987,1.063089,1.266017,1.426499,1.540338,1.600355,1.6136,1.573979,1.584006,1.538319,1.476753,1.346509,1.163108,0.941602,0.701241,0.505047,0.403108,0.34938,0.31668,0.135766,5.64E-4,0.0,0.0
0.0,0.0,0.0,0.0,0.008759,0.067158,0.304996,0.405922,0.564158,0.827403,1.098975,1.339846,1.53304,1.67042,1.722407,1.667551,1.538429,1.403007,1.461353,1.523293,1.621662,1.580486,1.435423,1.217211,0.956416,0.681108,0.466557,0.298652,0.234796,0.04986,0.001752,0.0,0.0
0.0,0.0,0.0,0.001679,0.027673,0.298088,0.383472,0.47162,0.75432,1.057472,1.337095,1.565838,1.736697,1.806635,1.677432,1.226118,0.814949,0.676721,0.739912,0.983984,1.441657,1.664079,1.630227,1.450937,1.193902,0.896692,0.598908,0.348258,0.224587,0.056154,0.007604,0.0,0.0
0.0,0.0,0.0,0.00607,0.070024,0.416283,0.442749,0.620762,0.940628,1.257636,1.52788,1.738752,1.86923,1.81201,1.183888,0.575299,0.422317,0.365172,0.397862,0.497596,0.838059,1.512181,1.736173,1.628694,1.391476,1.092594,0.76733,0.467362,0.232201,0.084243,0.018018,7.44E-4,0.0
0.0,0.0,1.49E-4,0.012899,0.076118,0.313453,0.453359,0.757404,1.099622,1.415759,1.671504,1.862599,1.947274,1.68602,0.659681,0.380897,0.28339,0.246514,0.265629,0.338776,0.517752,1.118324,1.766854,1.752741,1.543474,1.254027,0.917373,0.585405,0.310713,0.124725,0.03198,0.002864,0.0
0.0,0.0,9.09E-4,0.020891,0.09726,0.267445,0.533703,0.869828,1.222423,1.531061,1.772917,1.948016,2.001775,1.531783,0.503457,0.304161,0.220547,0.18801,0.205281,0.269309,0.405427,0.882785,1.785535,1.838614,1.65276,1.374818,1.036955,0.68493,0.382246,0.163743,0.046943,0.005917,0.0
0.0,0.0,0.001891,0.028108,0.118968,0.309461,0.597848,0.949995,1.305737,1.60683,1.8383,2.004829,2.058716,1.613425,0.484859,0.289696,0.186211,0.159338,0.19226,0.255381,0.392583,0.876461,1.857854,1.90177,1.723728,1.455194,1.120395,0.757564,0.433805,0.194808,0.059896,0.008966,0.0
0.0,0.0,0.002659,0.032679,0.131933,0.334111,0.633522,0.994132,1.350006,1.646446,1.87228,2.036947,2.112928,1.918676,0.604997,0.333347,0.216075,0.187218,0.221311,0.29164,0.458824,1.181387,1.970469,1.944075,1.760484,1.497555,1.165761,0.798336,0.464155,0.21318,0.067781,0.010944,0.0
0.0,0.0,0.002768,0.033363,0.13383,0.337745,0.638549,1.000275,1.356127,1.651886,1.876947,2.044126,2.145265,2.129571,1.492002,0.487969,0.33985,0.293106,0.311348,0.412966,0.78048,1.905728,2.051737,1.95793,1.765522,1.503412,1.172075,0.804064,0.468509,0.215785,0.068969,0.011271,0.0
0.0,0.0,0.002207,0.029872,0.124235,0.322673,0.612656,0.968317,1.324264,1.623464,1.852576,2.024211,2.144104,2.19963,2.150943,1.725765,0.736378,0.550526,0.622626,1.155521,1.964987,2.113523,2.072819,1.938554,1.739197,1.472886,1.139303,0.774409,0.44626,0.202389,0.063104,0.009772,0.0
0.0,0.0,0.001247,0.023357,0.108379,0.370362,0.566266,0.899649,1.25367,1.559688,1.797744,1.975841,2.108277,2.195297,2.234593,2.224845,2.083848,2.103499,2.113545,2.164003,2.179346,2.139369,2.041049,1.887431,1.679678,1.405141,1.068042,0.711849,0.401431,0.174908,0.051552,0.00695,0.0
0.0,0.0,3.47E-4,0.019258,0.204285,0.490965,0.555089,0.797105,1.143608,1.453311,1.674873,1.896153,2.03865,2.141716,2.209234,2.244546,2.255849,2.252322,2.232393,2.216306,2.169667,2.089593,1.968744,1.803942,1.583234,1.297591,0.959602,0.619975,0.33478,0.137857,0.036802,0.003792,0.0
0.0,0.0,0.0,0.013972,0.236403,0.444798,0.558689,0.66732,0.99574,1.306299,1.420492,1.64692,1.911732,2.032156,2.110488,2.158719,2.194524,2.201678,2.182978,2.150224,2.074332,1.940301,1.840261,1.682245,1.445508,1.1491,0.818729,0.507193,0.257784,0.097104,0.022264,0.001298,0.0
